order_id,book_id,price
9732,5938,7.9
2855,8582,19.4
8845,6355,15.56
9499,4424,17.66
5243,7829,18.67
6506,564,0.04
8304,3195,17.1
1122,1623,9.4
4721,6863,10.14
7592,7014,7.1
7509,9493,0.9
7476,10592,13.01
5467,8081,11.82
1628,7691,5.77
5033,6590,14.11
7139,9313,8.55
6357,733,17.08
8900,2526,9.23
2172,9251,2.79
4496,6851,12.55
9863,4459,19.81
1212,5043,17.73
5849,1192,11.71
5066,6265,4.03
8155,8913,15.8
8963,8212,8.27
5989,5017,15.24
4885,10844,4.45
7333,10610,11.45
5380,3983,11.14
1798,4282,15.05
4072,4482,19.5
9077,7865,15.56
8107,2696,18.37
9236,1747,12.76
6846,6665,4.92
9750,2061,18.6
9442,902,6.12
5491,3984,13.29
1292,6145,6.25
1330,4427,7.29
8153,5273,18.51
6897,2521,19.56
4109,10359,12.03
5650,920,18.52
3307,9409,10.98
9593,4040,8.22
2794,4636,6.14
3676,4108,6.19
1217,1469,2.9
6122,3335,17.04
6569,1446,14.02
4922,5592,4.51
8092,9331,4.11
6261,3122,8.44
9294,9987,16.0
5865,1769,11.84
4272,5428,11.44
1098,1552,2.89
7378,8094,2.27
2032,8773,2.32
5197,4110,17.18
2480,2179,17.94
1200,1383,3.74
2973,686,1.75
2009,7024,14.27
1927,10123,2.31
9264,7530,11.17
5463,8723,11.33
2029,8485,11.06
4731,5024,12.01
3793,4016,3.65
7213,10347,4.6
3862,10129,6.9
4662,10213,14.25
6538,10977,7.3
6615,2085,7.15
1035,6459,12.52
1317,5971,13.59
9406,118,4.78
9521,9495,15.52
8600,2078,14.69
8635,11075,13.61
3860,9576,4.99
8623,118,16.08
3310,2892,12.7
8820,378,18.62
4495,2103,15.87
2449,4029,3.52
1461,2317,11.4
7755,377,8.97
7629,7221,5.81
1390,1467,14.44
5580,2071,9.39
5691,2859,5.38
3896,9338,7.49
2687,8047,15.06
2804,9163,16.67
4368,6761,1.48
6605,987,0.87
9377,9352,8.78
7606,2309,7.46
1558,8410,13.29
3831,2761,15.95
7493,2524,11.54
1110,792,0.36
2603,2347,3.22
1264,1261,7.79
1182,2694,11.93
2685,5459,1.52
7832,1716,9.92
1395,5731,5.36
5445,2166,15.96
4996,8962,6.71
5569,4970,7.16
2674,729,4.02
2662,2064,11.59
1670,10501,16.38
3332,727,0.47
3278,7558,4.1
6716,7223,16.27
4304,110,12.37
2915,2617,1.62
7067,7271,18.77
1602,7869,7.67
9908,10067,13.02
8359,6096,10.61
3930,2942,18.08
9745,1775,16.79
7819,1078,16.74
5414,4439,16.21
4450,1838,14.82
3616,1813,11.17
1265,7333,9.79
3396,9979,5.91
2921,3600,1.78
7034,8502,7.55
2807,7934,2.68
1020,289,9.95
5175,3270,10.94
7088,7063,4.44
3340,1797,11.16
5596,130,9.49
1796,9928,15.44
8583,3373,5.63
6185,281,19.18
1597,7295,8.41
6313,3631,19.16
1727,8449,10.65
3069,2723,15.34
2546,7667,16.08
2744,9281,7.59
1525,994,4.67
8552,10629,6.49
9299,1842,18.25
4614,4763,12.91
3900,2384,17.12
9227,6235,11.63
8506,5405,0.04
1846,1064,0.74
8682,5585,11.67
9649,8601,2.95
2328,1812,4.32
1356,5710,14.12
8235,4664,15.86
1249,376,19.75
1051,807,12.99
1326,3531,12.78
6718,5265,12.83
5757,10772,2.3
6527,2516,11.04
2913,10344,16.63
9892,385,13.33
7863,9389,7.18
4181,6890,6.7
6823,2082,13.74
6361,3680,2.28
9358,936,2.72
3339,10696,10.68
1750,7040,4.43
9900,10184,5.22
3611,6556,5.8
3686,2793,8.42
7336,8180,4.95
2384,6937,10.89
5896,5863,14.45
4553,4841,1.71
5436,777,14.48
1408,3604,4.63
6806,1520,17.24
9073,8917,2.57
5828,699,6.33
4334,5561,12.91
4517,4787,2.16
1528,2462,12.09
7502,973,11.16
8162,4267,14.14
8815,2786,18.4
9777,1806,17.87
1420,2260,19.53
5466,5721,16.26
9694,7283,13.04
3040,1703,6.9
5255,2684,1.54
6830,1255,7.22
1499,2671,6.57
2492,4281,6.04
3630,9015,19.47
5450,9928,19.53
9383,10791,9.85
1948,6107,7.44
3547,5590,0.12
3574,9282,15.52
3649,3392,11.46
2387,20,17.32
3763,10693,10.52
6091,8024,8.7
7314,3939,17.65
6611,2130,5.96
1004,6864,1.61
9311,5916,7.2
7787,9124,0.18
7100,10931,14.57
6884,8997,10.02
5828,2612,13.41
7259,25,12.71
4160,7610,19.69
7582,3056,1.81
6860,5437,13.41
6467,10020,18.16
1333,736,5.2
3219,3575,11.41
3265,777,12.77
1262,3076,16.19
8475,4718,19.92
8467,211,10.26
4107,1107,6.5
4297,2223,8.1
8111,3572,13.22
5274,334,19.58
8970,2723,6.34
4733,2288,15.36
3633,7021,15.91
6656,6245,13.65
3648,10048,16.9
7777,8197,16.36
3743,6117,10.92
7536,10361,18.25
3880,1207,6.88
7092,2463,13.14
7080,6194,6.33
2434,4203,12.44
9382,10275,15.94
5088,5833,15.53
7047,4488,8.67
5162,9391,8.09
5299,4354,11.64
6595,2878,9.22
1489,10216,11.06
6970,4192,5.12
1758,1362,19.08
3410,4036,12.02
1066,4430,19.42
8170,2717,17.04
7368,8113,4.07
2173,4239,13.73
6931,6710,3.46
5953,6083,10.46
2968,2927,0.74
9583,260,16.39
3949,4489,0.77
2827,543,15.01
1132,5740,11.33
7145,4688,13.88
5987,268,9.65
1592,9043,10.52
1042,2497,4.99
2071,750,19.21
2916,6200,9.42
6158,2754,6.57
4675,1762,8.19
4560,3432,2.54
6371,7069,9.54
3480,9652,7.07
5723,3107,11.55
9528,5499,1.98
5890,6174,0.62
9187,3315,2.96
3419,5465,6.89
9205,1482,12.61
8516,6765,15.22
7842,83,6.82
1265,6225,15.95
5683,5990,19.21
8244,7406,1.86
3316,5119,4.01
6567,4254,12.9
3014,4782,1.39
5347,3756,6.8
4427,782,2.56
6535,2563,6.36
2108,8233,15.17
5214,7604,17.62
9645,3770,7.39
1936,2206,3.34
8622,4009,13.74
9457,4169,10.53
6185,8792,2.01
5774,6565,3.35
9815,5163,1.12
6498,5262,16.08
6284,6869,10.21
5898,9418,19.18
5214,8706,13.9
7103,10305,15.27
3126,4545,19.62
7269,8344,5.51
6482,906,17.78
6776,1715,10.41
7813,5004,3.57
3156,3453,13.12
7678,2576,13.98
1473,8959,19.74
6452,3686,9.48
7088,2301,7.06
5921,6187,1.41
2005,4397,18.66
2056,3112,0.23
3867,5302,17.81
5634,8051,11.71
5186,1457,9.21
4244,6771,4.47
4496,2925,0.89
9536,9746,18.0
3513,6666,1.54
4599,8132,12.74
2342,7612,4.69
7579,3141,11.72
8908,2791,5.28
8159,5214,7.6
7854,2552,4.71
9877,9850,19.71
5472,8381,3.9
6435,4230,10.81
9356,6911,9.88
3134,6959,12.46
6038,1524,3.43
4585,7491,2.94
5852,2679,1.84
9969,9900,18.05
4860,4664,8.41
4152,1064,17.68
3520,2525,12.2
7066,7994,19.31
2670,9101,3.22
7783,4308,17.71
6209,1589,2.39
5938,7450,2.93
9963,10591,19.79
2626,1169,1.46
9733,5819,2.99
8754,10965,19.99
4415,1150,15.31
8023,7157,13.19
7747,8468,3.95
2735,3732,0.81
8047,10296,0.7
9292,2540,8.9
9419,8419,7.47
1637,7119,15.8
2552,3170,14.84
4967,1912,15.71
9284,3099,9.77
8063,3266,2.25
4648,3682,17.11
7121,849,19.04
9978,3846,4.81
1345,7770,8.77
1556,3018,16.65
3818,4012,2.8
5449,1799,5.57
9153,9503,18.78
2376,541,12.35
5172,2992,16.35
4913,1898,18.6
8603,10813,9.99
5451,575,0.57
9844,8030,13.4
3171,1667,1.52
4592,10593,19.9
3400,4236,16.06
7813,512,12.13
4682,5291,2.62
6930,3997,17.08
4562,1460,12.33
1997,885,15.97
7426,8212,0.49
2035,989,9.01
2255,1288,14.69
3956,2808,6.91
8783,5817,5.68
4316,2422,1.12
6684,3830,12.49
8418,135,13.37
7765,1074,10.74
9366,7536,16.29
9222,9707,14.89
7189,3742,8.18
4274,8815,4.74
8999,10955,10.72
1893,6748,8.81
3294,1571,4.29
6209,5392,1.11
6765,6144,6.47
3225,4116,11.68
4992,1655,12.74
5988,5033,17.3
3258,8627,4.74
2119,10367,9.73
8441,8454,1.78
6448,7283,2.3
2123,4376,11.24
6443,10094,11.68
2545,10795,8.52
3377,4774,13.18
1170,10164,18.59
5418,6043,3.49
6529,3679,12.02
1213,7871,8.88
4880,3246,16.04
9449,2481,10.28
2916,3199,14.83
2291,4511,8.83
8520,10567,16.81
2876,8460,5.75
8283,7033,10.96
2732,851,9.11
6789,9789,11.21
5301,10479,16.01
9162,3441,9.86
6631,10758,11.65
4994,8428,16.55
4874,4030,7.0
6522,8621,2.1
3784,10004,8.69
4982,845,13.16
1758,3869,0.1
7565,10329,16.3
7707,3988,11.0
4834,6741,10.65
2077,5735,12.4
6247,8825,16.42
4722,8436,4.53
9263,10567,9.6
3587,10409,18.37
7300,139,17.45
2356,2121,6.59
3071,3569,18.09
9123,7674,8.58
5783,2864,14.01
2707,11032,14.47
6332,2989,7.88
4670,6621,10.66
5891,10403,7.93
1213,3564,17.31
7848,1800,15.24
4189,1200,16.12
1309,4857,1.65
9639,9606,4.38
8806,580,7.16
9775,10659,10.68
3892,8908,7.03
5291,3357,14.79
8264,2354,12.2
4063,6579,0.41
2000,5283,14.25
1605,6888,11.89
7251,1186,4.91
3540,943,6.48
9351,296,12.94
2601,8474,19.54
4700,1720,17.64
9724,7843,4.68
9605,4592,1.72
5607,3175,10.45
3742,5006,5.78
8389,5512,1.51
6075,8263,12.86
1432,5450,16.63
8950,9550,6.95
2148,8547,1.63
2189,11074,5.84
8087,293,10.83
3767,7568,2.3
4590,3034,7.7
4097,10624,4.91
2819,10383,8.9
5763,5732,10.4
1234,6400,18.81
4013,8968,13.98
5355,10201,4.86
3006,8432,15.51
8014,7871,18.76
8807,607,3.89
6130,4629,2.76
1252,7225,0.98
1336,5932,15.62
9149,3930,5.97
6922,183,6.07
4235,3640,5.51
6270,1684,5.0
4406,4808,6.52
7326,6229,13.36
3433,1133,7.44
4829,10570,14.47
2376,10744,12.09
4297,180,17.64
1916,8131,16.17
2528,10004,9.46
2508,5334,2.16
5810,325,12.5
8428,2643,16.54
3610,10765,14.85
4813,2458,1.01
1195,5620,3.86
8549,8077,19.97
2510,7578,7.34
4662,7814,13.2
7338,7692,0.24
1858,6805,1.53
9561,535,6.65
9364,10939,8.39
5070,4408,11.74
9791,10923,8.92
2109,6955,19.49
3921,10829,18.31
1777,10186,13.74
1799,10793,11.34
7371,1295,5.42
2629,5453,6.58
9413,7397,6.82
1113,9233,8.93
5377,9499,17.31
1976,10234,1.14
3197,10556,12.09
7938,1387,7.18
9380,5303,13.33
7585,9576,0.67
2153,5148,18.55
6023,6254,1.5
6865,1342,1.03
9039,7151,2.85
3638,5133,0.2
8996,5100,10.0
5719,1487,14.86
5625,7094,17.66
9247,8395,8.83
7327,3259,15.87
5102,8366,15.26
5251,10706,0.26
4991,1264,18.26
9128,5797,19.3
5878,6841,5.47
6124,7779,17.98
2935,6505,8.11
9116,470,0.92
8401,5042,0.13
4951,1347,3.27
3045,7838,6.93
8164,434,2.43
5722,1273,0.89
9482,4810,9.09
5890,6258,10.0
8799,9032,5.95
1339,5738,2.18
5424,1419,9.92
9807,2694,3.71
6497,982,7.87
1789,10771,12.2
6752,306,13.86
1998,1734,13.31
4203,3928,10.31
2719,125,12.66
6679,9970,1.49
9001,1850,10.43
6048,1106,17.12
6711,8388,10.54
8301,5674,12.63
4650,5051,8.96
9654,6546,0.62
4990,9072,18.19
7710,8784,5.11
3271,1581,15.42
1772,2503,7.41
8472,8664,14.19
6642,7630,11.59
3850,5144,6.99
3115,11007,11.09
9746,2551,13.09
1504,6535,1.47
5365,33,6.16
3710,8372,14.35
8980,9851,14.53
7115,8223,3.64
5749,2125,4.57
9899,4876,2.49
6452,10546,2.11
6778,4645,10.6
7460,4748,15.52
8842,5551,15.63
3011,3098,7.87
5762,8489,9.37
3564,722,2.24
8585,10047,3.49
6110,9842,18.24
7419,10231,19.07
6130,2291,11.05
4104,5227,18.82
1806,5944,14.74
1893,152,19.24
8546,8983,15.48
1909,3851,4.46
6371,1490,0.4
4560,3860,3.83
8712,6525,2.64
1907,6031,3.44
6141,7570,6.88
1315,369,2.5
6255,1802,15.07
8149,4661,4.68
4574,1475,0.55
1068,3972,14.22
1534,4310,16.74
2558,1943,2.75
8597,4953,1.88
3664,3467,17.23
3761,1674,19.37
3200,6759,6.9
2662,10147,10.28
8259,9039,1.55
1972,9396,13.83
7638,5721,1.61
6241,6085,9.01
6897,5016,14.07
8336,5282,5.55
1843,8601,3.36
2425,1914,14.65
3424,1079,3.32
2396,5854,8.87
4979,438,18.65
2980,9444,6.28
2889,5559,10.57
8482,5003,12.41
4288,5182,2.83
1174,7367,6.79
8289,7337,19.39
6893,1685,8.19
6819,3427,4.96
2906,12,12.6
2799,10941,6.55
8683,9078,17.56
8961,9291,17.47
8054,3685,16.61
5824,9106,0.6
1241,2913,1.1
7061,10386,2.25
1749,8473,17.61
9525,7601,10.97
6529,1452,4.72
3101,4123,15.43
1493,2351,0.76
7735,2911,8.5
8519,1174,7.34
9638,9696,3.41
4241,853,1.36
5729,5290,11.44
7892,1886,16.99
8179,5904,9.36
9924,1914,19.95
7916,2512,1.97
7589,143,17.68
1808,11097,5.32
4217,391,14.88
2348,4435,13.08
7786,6426,17.2
4981,916,6.99
6628,8096,1.37
5219,6981,6.81
2899,9345,14.44
6508,1041,14.44
6020,1344,9.03
9517,1381,2.85
2263,3552,6.53
9961,6524,0.11
7030,9969,2.62
4303,8456,0.34
7711,6749,11.51
8666,5135,0.67
8231,8027,16.09
9629,7003,3.14
3230,251,9.12
5918,2528,3.09
1853,6887,13.97
1996,2749,0.65
8138,5075,11.83
2583,10096,0.97
3001,2104,11.49
6301,5045,15.47
1887,5808,15.73
2655,3344,17.26
1967,1787,17.93
8488,2252,18.76
3094,379,1.37
5522,2468,12.16
6172,4638,0.82
4431,961,1.81
4402,4164,17.19
2414,4479,6.61
8505,6607,11.05
9357,3025,11.07
2914,3124,10.31
9514,787,14.6
8472,3912,2.12
7919,7080,5.9
2515,3382,18.7
8208,3711,3.74
3893,3311,16.85
4215,6605,6.55
6698,8192,13.54
1734,2043,18.25
4377,6740,13.77
6082,7960,6.54
9004,9436,9.34
7607,654,15.54
9998,694,14.05
1608,10944,15.88
9181,5096,16.0
4556,817,16.11
9299,2820,1.35
2153,10049,4.19
5590,6669,2.78
1076,3497,6.25
4629,6396,14.38
3780,10939,12.8
5247,1269,9.07
8391,10790,14.08
5501,1355,10.78
9360,7287,3.04
9077,3505,17.94
8767,2077,17.13
3834,242,15.52
1555,8142,10.11
8462,8135,9.85
9200,9416,4.47
9261,10258,5.55
1224,8702,8.54
2591,2736,14.84
2408,5891,1.94
1897,4980,14.34
1405,45,7.16
3900,9654,14.39
4416,515,12.5
3066,3698,12.34
7366,2779,4.34
8051,109,19.76
3665,397,15.65
1229,1777,9.67
1357,8919,0.51
8728,9137,11.46
7539,6821,7.63
7199,9804,16.9
7981,3324,7.46
5353,1540,9.69
3831,7573,10.46
8142,5344,4.6
5403,10496,16.26
7627,3172,7.26
3840,10411,13.63
1370,5581,12.52
5969,9202,18.68
2738,7336,1.87
3601,3225,7.82
6974,778,2.05
8152,682,0.91
8971,8674,9.31
8694,9508,8.94
6691,8403,9.48
8895,10366,2.23
8766,2449,4.4
1147,1195,6.78
4085,4537,12.22
1927,2094,11.01
9636,4146,15.31
7616,555,13.8
2456,7736,15.54
7883,4009,2.27
6510,3789,0.51
1697,3069,17.07
7307,4263,17.45
1576,6680,15.78
3012,7893,16.33
9537,4114,11.23
9232,1800,19.42
1541,7856,13.21
8595,9811,12.87
3958,1402,6.43
5690,7721,19.46
9276,10648,4.9
1697,6534,16.95
9612,2087,3.61
5376,2052,0.16
9857,10194,5.66
9308,4118,14.06
8155,10091,6.61
8883,7718,18.12
4966,10384,0.55
3714,8390,3.87
8625,4780,17.42
5842,2472,11.93
1636,4542,14.57
8826,4115,15.39
1539,1815,8.55
9806,2442,5.44
1642,373,0.1
8671,9110,19.26
6842,10873,1.32
3401,958,13.84
5867,10297,8.67
9038,1795,13.72
3268,4096,7.18
7862,3238,0.26
8164,9809,3.22
1435,243,19.7
3445,6334,11.57
4978,3231,15.26
5677,4630,10.38
5104,4760,13.44
5043,6022,14.15
7742,986,11.4
2016,6081,16.5
1364,6401,0.81
2601,10022,11.49
5294,7052,6.26
8033,1823,5.35
1622,4619,18.34
7317,4703,10.15
2105,4687,3.75
9602,1632,11.98
7135,4239,10.32
7306,10493,5.31
4982,688,12.43
3817,640,19.87
9978,10729,17.68
4151,3648,19.12
5813,6465,11.47
8107,413,9.05
8228,3485,13.67
7527,10642,8.66
4356,8009,0.7
9598,5360,12.47
3975,7494,2.24
7005,8676,10.84
6627,6823,9.55
8796,7295,12.25
9978,1297,16.67
5283,4854,14.55
7182,3335,10.06
6127,2031,17.94
6907,7624,17.0
2670,3448,8.56
4662,10133,1.95
1935,3907,7.49
7623,2833,12.23
6657,8197,18.42
3478,1742,8.77
6015,10650,6.14
7055,5201,1.0
7770,9305,3.23
5962,10663,7.52
3527,7036,11.97
7265,4252,18.71
9852,9701,19.57
9196,5968,5.66
1212,10549,8.49
6742,2273,3.7
6144,5305,2.87
4338,9795,3.13
1198,4612,6.2
8441,9699,1.76
3438,2290,6.79
2490,7739,8.05
8946,1909,7.57
3422,4290,18.7
3662,10933,13.36
3166,1985,16.23
8696,2019,16.59
8390,1585,5.68
8824,3929,13.11
6449,7777,2.6
8795,9745,7.89
8163,3348,6.86
9228,7626,4.08
5854,3230,17.67
1900,10225,16.24
9978,5133,15.7
2979,8131,13.26
5512,4755,1.47
9286,2572,4.63
2313,4454,16.43
1423,5368,3.5
1738,538,14.18
7091,2064,10.35
7481,10748,2.78
8341,2541,14.59
1960,9146,3.13
2300,385,6.72
5443,1392,18.97
6238,6025,4.64
4655,10263,11.89
9581,1485,11.94
6403,1285,17.16
2030,7640,6.93
8737,1631,9.69
8886,7893,2.3
7758,9103,12.53
8953,3436,16.71
3344,9746,4.63
2210,10486,19.3
1776,4992,0.92
6975,8981,18.06
3905,3623,9.05
1455,9658,15.56
7206,1596,7.08
5621,7892,15.15
4592,2596,3.95
8325,10672,2.14
5570,10850,18.09
2518,395,7.82
2087,9785,8.06
6378,7036,19.27
6876,2130,2.05
2845,1418,16.34
2620,907,10.27
6087,2123,17.32
9831,6727,2.58
1607,8401,10.57
8021,2140,11.94
8076,7798,1.12
1848,1351,17.52
3821,3745,1.14
4556,4650,6.2
9515,1687,13.8
6531,9643,11.34
4417,9532,15.35
8709,6071,14.43
3199,8723,11.54
7059,2635,16.58
7791,9712,14.71
4677,2486,18.53
9950,5188,4.67
2889,5845,16.56
2666,10988,17.97
8011,4084,9.9
6150,4477,14.87
3469,2199,12.01
6010,1102,5.38
1761,8378,4.36
7356,9190,16.45
7902,5097,12.68
3548,9921,9.79
5744,6119,0.28
8455,7092,19.29
3416,2042,19.5
8985,3578,13.78
2921,5707,16.57
2516,8884,13.95
6137,6731,10.29
6110,5094,0.45
7722,3760,7.4
5477,8250,0.46
7611,3898,18.38
9741,4062,6.0
1886,1066,11.03
2693,9760,14.74
1884,10605,17.18
2788,3970,2.8
3664,4732,11.84
2340,4930,13.41
3939,7578,13.35
2740,96,11.88
1685,3915,13.32
6317,8602,4.15
5725,7080,19.0
9117,7398,17.76
7485,4622,13.85
1093,9558,16.51
6617,5459,15.96
1894,5256,5.39
3819,8485,9.79
1633,9368,0.65
6790,1893,19.81
5576,9144,3.86
7507,5682,13.25
7370,9297,2.43
8857,6687,19.47
5505,3822,3.63
2406,2189,7.74
9422,6033,16.43
9321,9964,8.42
4509,7783,4.56
3565,8664,14.49
4431,3259,0.5
7560,6956,8.73
2339,5414,8.99
1634,1456,19.89
7888,10809,18.7
5572,2973,16.05
8288,3167,3.01
6059,9750,2.65
4753,4622,1.25
3943,8119,9.72
6902,11070,12.78
7005,10844,14.68
1694,1187,19.36
5664,8393,9.4
6982,2960,4.03
2072,9931,0.45
3213,9329,18.22
5561,4307,15.87
6801,891,17.32
9242,1592,16.03
3225,7562,2.45
6945,10089,0.39
8215,4232,6.15
9705,3397,17.48
5458,3154,4.0
3060,7535,10.61
1679,5026,11.43
6185,6478,8.98
2829,410,6.11
4307,9402,6.78
8181,5493,10.77
8432,152,2.35
2402,7928,2.35
7021,2075,18.21
7325,5307,18.55
8986,7695,5.33
3246,2312,19.76
3895,5136,11.91
5610,2005,8.57
7638,3370,4.29
8734,708,4.55
3127,2830,16.32
3814,4011,5.15
3073,10466,9.15
7013,1338,0.63
4707,795,17.7
4665,9382,2.68
6611,3063,19.0
1312,950,1.53
6708,1389,6.32
8829,1819,12.17
8024,8695,1.5
3452,4306,2.21
9297,7829,10.33
4499,1176,7.71
5536,4541,8.54
6352,10853,12.53
6359,4569,5.55
9158,9079,19.96
9105,5823,15.89
8050,11012,18.27
3590,20,1.71
4841,501,10.03
3796,2311,17.76
3615,7179,3.42
1237,2774,11.56
6475,5265,0.28
7349,10622,19.78
8540,6809,9.71
2504,10078,8.55
5436,8224,2.36
1704,9246,3.7
7428,9140,11.82
1456,8528,16.06
2465,5404,14.05
6962,4950,9.41
9669,2103,14.11
8305,7163,9.34
4171,3380,6.06
8875,886,14.07
4640,7377,10.71
4722,6019,8.82
8015,4687,5.05
9360,6423,5.44
3192,6803,13.0
8879,9280,8.42
4732,1233,13.3
6956,8756,13.44
6336,6273,9.64
7043,9044,14.45
7781,4689,2.21
1718,9530,18.23
2452,2089,1.23
5624,1317,10.83
1495,9469,7.79
1911,404,14.97
4886,5054,3.01
2683,3202,10.07
3949,8976,5.14
2305,9487,18.77
1339,4307,12.12
4814,6180,4.1
5166,1436,5.9
7400,2862,17.64
8355,5058,15.16
8903,218,0.98
6969,8576,19.31
6423,9390,15.08
1574,5483,12.41
1528,3326,10.04
6969,2683,18.73
6316,10137,10.51
8477,8895,11.13
1662,1002,18.56
9260,5053,5.5
6033,7448,7.83
6526,2482,5.78
2070,6208,6.15
3885,10690,3.05
7182,9044,5.33
4198,5204,1.9
6640,1537,14.07
7786,8695,14.36
3109,1498,3.77
8422,272,0.71
5779,544,8.67
8097,4100,2.72
1103,8150,9.12
6445,6883,13.67
6041,9344,14.45
4613,2724,2.03
1450,5970,0.52
8469,3889,14.43
9392,7585,6.38
8867,4866,7.27
9788,5873,3.9
3451,355,5.78
8131,1686,11.75
7272,645,2.02
6385,9479,17.4
6766,579,14.18
4522,9010,10.76
5517,3629,7.46
4693,2636,13.46
5692,2115,5.0
4995,391,16.78
6602,8699,15.59
9898,8784,15.51
7587,2115,17.28
6177,9786,2.75
6517,2643,2.75
6667,3135,16.59
3803,7062,0.62
7813,9503,11.2
6915,8038,0.8
8643,9393,10.15
9020,5337,9.0
7212,2607,3.07
6154,4023,18.98
8603,837,19.95
4627,1770,15.55
2964,6313,14.89
6739,6969,16.34
1008,2001,13.63
9924,3369,1.6
5249,3594,15.89
3895,1968,3.89
8064,7419,13.86
3551,3291,13.39
7068,884,14.93
3240,7268,11.94
1765,7433,6.2
3836,6058,7.6
5037,9664,8.18
9421,11108,13.67
9257,3186,4.96
8112,4214,0.97
9121,9655,6.14
1304,1448,4.02
8857,3474,17.28
9745,8529,2.0
5419,9092,9.59
3438,11025,2.63
7352,2089,1.76
7851,4723,6.7
7009,7769,5.73
1598,5591,10.92
4959,9975,14.63
7540,4483,1.73
7740,7971,3.75
2008,4908,11.01
3215,7690,9.97
6756,2575,3.98
5824,266,1.21
9396,10364,12.88
8586,1611,0.35
9857,7826,11.04
2919,8683,11.83
2640,2166,18.0
5959,9984,4.4
4803,7114,10.71
7715,9519,16.63
9396,7915,12.2
8163,6370,17.34
4929,8023,9.49
8249,6274,4.5
9648,3264,16.84
9432,6159,14.92
9359,5639,3.62
9783,9639,7.34
9971,7350,12.82
1304,19,12.12
7264,8126,18.14
8049,758,12.25
8553,7441,16.58
6883,11100,9.44
6877,4377,19.27
8050,9568,5.83
3306,2868,9.13
1197,4069,14.31
1712,5080,0.79
4644,947,2.78
2697,2876,4.45
5628,3822,12.05
8058,6782,18.18
7880,6930,3.76
7489,8297,12.86
7133,944,8.34
3885,4392,13.22
1530,9920,19.09
6065,3328,1.81
5217,5608,6.09
6999,3706,8.48
2653,2093,4.11
9498,10169,19.54
9228,9575,16.82
6190,10814,16.42
8769,729,18.03
1169,8307,16.57
2961,240,1.47
7528,472,19.39
5977,1312,15.55
7294,10828,10.06
1280,5434,4.63
4674,1811,13.86
3481,7102,3.27
8153,3368,15.23
6976,5702,17.97
1896,7109,15.4
5427,8885,19.0
8979,4931,2.55
8026,10640,1.03
6086,4811,12.54
1208,3348,10.33
8570,2506,3.5
6697,144,19.79
2848,1715,16.45
9058,7904,17.1
7013,11062,17.4
5950,9558,1.25
4839,2753,11.1
8540,8358,11.73
3296,5978,13.12
7849,7074,9.78
4845,1229,10.92
4940,9654,6.5
4007,282,12.35
5918,3105,0.93
6543,3016,0.51
8777,7440,11.52
3797,1452,0.03
3631,11106,19.53
5250,1436,1.88
2978,5686,7.29
6599,6090,15.96
5096,9867,16.8
5314,5876,7.48
3229,9361,8.73
2140,7558,4.47
6489,3334,10.18
8488,9951,4.25
1359,7664,17.58
9005,9240,4.54
3225,4021,3.8
1987,8395,4.53
7330,5584,2.15
5908,10783,6.36
6162,6387,4.71
3713,516,11.58
9384,5275,11.76
9152,4811,16.9
3790,4643,4.21
8520,4248,1.65
5718,4242,10.46
1300,573,15.99
6356,479,14.44
1883,9290,13.23
2292,10281,4.5
3841,22,18.24
1534,5161,15.61
4125,2025,15.31
3409,2671,11.73
5329,2674,2.98
6503,4899,1.75
6262,7548,2.0
5683,5539,19.07
1091,992,10.46
9304,1808,6.46
2818,234,19.9
7715,1444,0.96
8618,8556,12.71
8053,9423,10.31
2031,8431,19.82
7264,9567,6.99
2832,6688,3.44
9748,4340,5.4
1523,8125,11.78
3613,2924,2.78
5492,4,8.41
7669,3855,2.36
3428,9309,18.28
1945,11042,11.45
7959,5195,11.49
7662,2141,2.01
7115,2025,7.1
4416,323,19.39
2352,2692,17.56
1346,1286,19.36
7880,10857,15.68
2218,4715,2.03
3002,2146,18.53
9931,46,16.32
2675,6329,7.58
3220,3916,16.86
6283,10153,5.4
2229,7860,1.93
5180,5832,10.26
4690,2125,16.32
9076,2199,11.81
3176,7487,2.29
4674,2513,1.11
9499,1047,0.3
5187,5969,6.85
1856,8113,9.15
9393,6962,15.79
6227,5173,4.77
2936,639,5.58
9137,3968,18.1
5272,7155,7.31
3850,393,0.45
5866,9190,0.67
9025,2297,8.14
2708,6211,5.75
2989,4849,16.29
7609,9607,9.64
2129,7448,7.11
3365,8066,6.42
1026,6387,14.22
7364,8302,4.58
6238,3234,10.33
5251,4727,10.5
1832,3358,13.24
1978,4937,2.86
1388,8691,17.53
9575,5930,9.27
3459,7541,12.19
3859,8441,3.66
7528,3668,17.55
6857,2957,5.04
9053,9874,16.31
9702,521,17.14
4702,1093,1.77
3878,5779,1.43
9472,1182,5.14
3485,741,3.94
6282,10065,7.69
4018,2465,2.62
2097,173,13.53
6979,11122,4.16
2899,6236,1.01
9613,3262,6.56
4887,7535,2.81
5813,4398,19.08
3961,5837,11.57
4842,5590,11.39
7194,478,19.88
3336,10339,9.12
4680,9351,15.36
9181,7602,9.28
2174,9056,11.94
5749,4731,14.17
6997,3353,17.68
3775,9661,10.02
2907,10790,16.98
1108,6580,4.14
8922,3700,15.92
7924,11018,17.79
5553,1048,13.16
7774,773,3.22
8056,6102,3.93
4322,1942,9.2
9952,1459,12.29
